feature_name,Model 1,feature_imp_scaled_vals,Region,Model,Model 2
"Qualitative - Sediment, scorched particles - Acceptance Criteria.1_Not Applicable",0.0,0.16459425001423944,MEU,Model 1,
powder,0.0,0.16224489389505978,MEU,Model 1,
otherdairypowder,0.0,0.16143690554945173,MEU,Model 1,
sweetenedcondensedmilk,0.0,0.15445839717469076,MEU,Model 1,
butter,0.0,0.13311689978344723,MEU,Model 1,
replacer,0.0,0.12752504483108035,MEU,Model 1,
fat,0.0,0.12244763100152822,MEU,Model 1,
blend,0.0,0.11461676083382494,MEU,Model 1,
characteristic,0.0,0.11125656136793724,MEU,Model 1,
Additional Particle Size Par - Particle size D10 - Min_0.0,0.0,0.1094325505829082,MEU,Model 1,
whole,0.0,0.10516375391062614,MEU,Model 1,
fresh,0.0,0.10106000967441299,MEU,Model 1,
Standard Composition - STARTER CULTURE - Value - %,0.0,0.10003907000391014,MEU,Model 1,
odours,0.0,0.0987935692977435,MEU,Model 1,
butterlike,0.0,0.09738982599371859,MEU,Model 1,
toffee,0.0,0.09730606400700263,MEU,Model 1,
concentrate,0.0,0.09507279947475818,MEU,Model 1,
"Qualitative - Sediment, scorched particles - Acceptance Criteria.2_Maximum disc B",0.0,0.09505632417244125,MEU,Model 1,
Standard Composition - DRIED CREAM CHEESE - Value - %_0.0,0.0,0.09246474268444578,MEU,Model 1,
solid,0.0,0.09149362451556656,MEU,Model 1,
others,0.0,0.088560494198665,MEU,Model 1,
anhydrous,0.0,0.08751761558135066,MEU,Model 1,
wholemilkpowder,0.0,0.08341979518924153,MEU,Model 1,
taste,0.0,0.0830880830212126,MEU,Model 1,
specialtypowder,0.0,0.08260103544519756,MEU,Model 1,
Standard Composition - LACTOSE AND MILK PROTEINS - Value - %,0.0,0.08202374016100913,MEU,Model 1,
Standard Composition - CAPSORUBIN_RMAT_10130094_10 - Value - %_0.0,0.0,0.07976543667118449,MEU,Model 1,
Standard Composition - CREAM - Value - %_0.0,0.0,0.07973036871722382,MEU,Model 1,
emmental,0.0,0.07845946966731478,MEU,Model 1,
wheyingredients,0.0,0.07815742575309831,MEU,Model 1,
sweetened,0.0,0.07618672069229766,MEU,Model 1,
condensed,0.0,0.07392617878871231,MEU,Model 1,
milky,0.0,0.07237047174840643,MEU,Model 1,
dry,0.0,0.07132237118726045,MEU,Model 1,
butterfat,0.0,0.07115841250032592,MEU,Model 1,
turbid,0.0,0.06821960223544378,MEU,Model 1,
cream,0.0,0.06647971233108033,MEU,Model 1,
Standard Composition - SALT - Value - %,0.0,0.0655977159776678,MEU,Model 1,
Standard Composition - PALM OIL - Value - %,0.0,0.06421103178492407,MEU,Model 1,
filling,0.0,0.06358449334196023,MEU,Model 1,
heat,0.0,0.06313715681334826,MEU,Model 1,
"Quantitative - Density, bulk tapped - Max",0.0,0.06288600180715684,MEU,Model 1,
neutral,0.0,0.06258820146860769,MEU,Model 1,
fluid,0.0,0.06250534666775408,MEU,Model 1,
untreated,0.0,0.06101598107254098,MEU,Model 1,
plast,0.0,0.06044774409066469,MEU,Model 1,
Additional Particle Size Par - Particle Size D50 - Min_50.0,0.0,0.0571803056746369,MEU,Model 1,
cheesepowder,0.0,0.056722748658776544,MEU,Model 1,
odor,0.0,0.05548492660564628,MEU,Model 1,
yoghurtpowder,0.0,0.05464579647247539,MEU,Model 1,
Standard Composition - SILICON DIOXIDE - Value - %,0.0,0.054319510494826584,MEU,Model 1,
Standard Composition - WATER - Value - %,0.0,0.053804369186629016,MEU,Model 1,
butyric,0.0,0.05375677861314426,MEU,Model 1,
Standard Composition - DISODIUM 5'-GUANYLATE - Value - %_0.001,0.0,0.052242630725206574,MEU,Model 1,
scamorza,0.0,0.05175172971653579,MEU,Model 1,
"Quantitative - Sediment, insolubility index - Max_0.0",0.0,0.05009469137120374,MEU,Model 1,
dy,0.0,0.05007384580441646,MEU,Model 1,
dried,0.0,0.04994335236705921,MEU,Model 1,
Standard Composition - YOGURT - Value - %,0.0,0.04885737391556812,MEU,Model 1,
processedcheese,0.0,0.04848676446481777,MEU,Model 1,
"Quantitative - Sediment, insolubility index - Max_0.5",0.0,0.0484365964698691,MEU,Model 1,
lumps,0.0,0.04766776655903543,MEU,Model 1,
without,0.0,0.04745206889608959,MEU,Model 1,
"Qualitative - Sediment, scorched particles - Acceptance Criteria_Target disc A, Maximum disc B",0.0,0.04717012542431331,MEU,Model 1,
standard,0.0,0.04693810633524354,MEU,Model 1,
Additional Particle Size Par - Particle size D10 - Min_10.0,0.0,0.04655534280564975,MEU,Model 1,
creamy,0.0,0.04652812882219393,MEU,Model 1,
grated,0.0,0.04652168185106778,MEU,Model 1,
flavour,0.0,0.045468948274133066,MEU,Model 1,
typ,0.0,0.045225716460386284,MEU,Model 1,
mild,0.0,0.04353577608826222,MEU,Model 1,
Standard Composition - WHEY - Value - %,0.0,0.04255161620085038,MEU,Model 1,
"Qualitative - Sediment, scorched particles - Acceptance Criteria.2_Target disc A, Maximum disc B",0.0,0.04166908967039457,MEU,Model 1,
grana,0.0,0.0409100829442835,MEU,Model 1,
"Qualitative - Sediment, scorched particles - Acceptance Criteria.1_Target disc A, Maximum disc C",0.0,0.04082203901617052,MEU,Model 1,
Standard Composition - MILKFAT - Value - %_0.0,0.0,0.04077874317310611,MEU,Model 1,
skimmilk,0.0,0.04071676823111499,MEU,Model 1,
metallic,0.0,0.039960773056514035,MEU,Model 1,
fishy,0.0,0.03954693823660408,MEU,Model 1,
Standard Composition - RENNET - Value - %_0.0002,0.0,0.03916201359711203,MEU,Model 1,
whey,0.0,0.038819325021851085,MEU,Model 1,
skimmilkpowder,0.0,0.03855400064970473,MEU,Model 1,
Standard Composition - BUTTERFAT - Value - %_1,0.0,0.038301731900020244,MEU,Model 1,
Standard Composition - RENNET - Value - %_0.0,0.0,0.038270313423148926,MEU,Model 1,
Standard Composition - GUM ARABIC - Value - %_0.004,0.0,0.038196840444105484,MEU,Model 1,
powdery,0.0,0.037843588047867416,MEU,Model 1,
Additional Particle Size Par - Particle Size D90 - Min_0.0,0.0,0.03719897426538119,MEU,Model 1,
mouldy,0.0,0.03641746742941889,MEU,Model 1,
premix,0.0,0.03618450826358374,MEU,Model 1,
Standard Composition - SODIUM CITRATE - Value - %_0.0075,0.0,0.035789609140780075,MEU,Model 1,
boosting,0.0,0.035366911126076525,MEU,Model 1,
sauce,0.0,0.034847831830064215,MEU,Model 1,
Standard Composition - LECITHIN - Value - %_0.003,0.0,0.03412259459980473,MEU,Model 1,
live,0.0,0.034019704473326605,MEU,Model 1,
firm,0.0,0.03371340680645234,MEU,Model 1,
yoghurt,0.0,0.03287672792551975,MEU,Model 1,
skimmed,0.0,0.03246082860042278,MEU,Model 1,
cheddar,0.0,0.0321736357979446,MEU,Model 1,
"Qualitative - Sediment, scorched particles - Acceptance Criteria.1_Target disc A, Maximum disc B",0.0,0.03049442482865606,MEU,Model 1,
flavours,0.0,0.03045660679010618,MEU,Model 1,
like,0.0,0.029802285030230708,MEU,Model 1,
flowing,0.0,0.02941129548788434,MEU,Model 1,
skim,0.0,0.028784698142492723,MEU,Model 1,
rancid,0.0,0.028636590368921615,MEU,Model 1,
Standard Composition - YOGURT POWDER - Value - %,0.0,0.02681961342305533,MEU,Model 1,
wheypowder,0.0,0.026805451257510413,MEU,Model 1,
vegetarian,0.0,0.026776525846690217,MEU,Model 1,
Standard Composition - CAROTENE - Value - %_0.0,0.0,0.026257790022472298,MEU,Model 1,
cfluid,0.0,0.025764228141503854,MEU,Model 1,
Standard Composition - DEHYDRATED CHEESE POWDER_RMAT_10130094_10 - Value - %_0.4336,0.0,0.025505498981879697,MEU,Model 1,
temp,0.0,0.02412239249037889,MEU,Model 1,
cappa,0.0,0.023335499500871396,MEU,Model 1,
aroma,0.0,0.02330294104635674,MEU,Model 1,
Standard Composition - CHEESE - Value - %_0.25,0.0,0.023121797488249593,MEU,Model 1,
lactose,0.0,0.022954840302578404,MEU,Model 1,
ingredient,0.0,0.022373301115259342,MEU,Model 1,
Standard Composition - CAROTENE - Value - %_0.0002,0.0,0.022246711562769656,MEU,Model 1,
Additional Particle Size Par - Particle Size D90 - Min_90.0,0.0,0.021838090913841247,MEU,Model 1,
sugar,0.0,0.021701804689771034,MEU,Model 1,
Standard Composition - LACTIC ACID - Value - %_0.0,0.0,0.02072220580959037,MEU,Model 1,
anhydrousmilkfat,0.0,0.02054431174217736,MEU,Model 1,
frm,0.0,0.020450842740183738,MEU,Model 1,
Standard Composition - MINERAL SALT - Value - %_0.0,0.0,0.020115431469134432,MEU,Model 1,
watery,0.0,0.01981876556354627,MEU,Model 1,
Standard Composition - NATURAL FLAVOR - Value - %,0.0,0.01945006869864997,MEU,Model 1,
Additional Particle Size Par - Particle Size D90 - Min_150.0,0.0,0.01919720831764797,MEU,Model 1,
starch,0.0,0.01872700874100862,MEU,Model 1,
pasta,0.0,0.018725491142723746,MEU,Model 1,
Standard Composition - SOY LECITHIN - Value - %_0.0,0.0,0.01869333217458392,MEU,Model 1,
Standard Composition - DISODIUM ORTHOPHOSPHATE - Value - %_0.018000000000000002,0.0,0.018380962492758043,MEU,Model 1,
liquid,0.0,0.018343623026883242,MEU,Model 1,
homogenous,0.0,0.017619794564547032,MEU,Model 1,
used,0.0,0.016995972234177644,MEU,Model 1,
Standard Composition - POTASSIUM CHLORIDE - Value - %_0.0,0.0,0.016960114875180676,MEU,Model 1,
Standard Composition - CALCIUM LACTATE - Value - %_0.0,0.0,0.01685028142891816,MEU,Model 1,
products,0.0,0.016720230104770497,MEU,Model 1,
Additional Particle Size Par - Particle Size D50 - Min_30.0,0.0,0.01671684307713627,MEU,Model 1,
viscous,0.0,0.01671565327583494,MEU,Model 1,
slightly,0.0,0.016078027993267383,MEU,Model 1,
Standard Composition - NATURE IDENTICAL EMMENTAL FLAVOR - Value - %_0.0,0.0,0.015911784066873158,MEU,Model 1,
fine,0.0,0.015834246475874062,MEU,Model 1,
padano,0.0,0.015503784183964532,MEU,Model 1,
Standard Composition - CALCIUM CHLORIDE - Value - %,0.0,0.015302826639542683,MEU,Model 1,
Standard Composition - MONOSODIUM GLUTAMATE - Value - %_0.0,0.0,0.015138125599063924,MEU,Model 1,
milkfat,0.0,0.015013018798523847,MEU,Model 1,
nearly,0.0,0.014602391314051472,MEU,Model 1,
odors,0.0,0.014449557724976867,MEU,Model 1,
away,0.0,0.014265134346075353,MEU,Model 1,
alpineamf,0.0,0.013456837912157826,MEU,Model 1,
pwdr,0.0,0.013080366175678272,MEU,Model 1,
delicate,0.0,0.013044482013337133,MEU,Model 1,
Standard Composition - CARAMELIZED SUGAR SYRUP - Value - %_0.26,0.0,0.01255522793624411,MEU,Model 1,
acid,0.0,0.012541035880079017,MEU,Model 1,
calcium,0.0,0.012256414981170902,MEU,Model 1,
viscoplastic,0.0,0.012215814187324741,MEU,Model 1,
conforms,0.0,0.01160818526256166,MEU,Model 1,
caramilk,0.0,0.011480694762575393,MEU,Model 1,
lactosepowder,0.0,0.01125674099618484,MEU,Model 1,
alpine,0.0,0.01109119986214319,MEU,Model 1,
bitter,0.0,0.011007764205581767,MEU,Model 1,
low,0.0,0.01089461829395213,MEU,Model 1,
otherliquiddairy,0.0,0.010843486929940492,MEU,Model 1,
Standard Composition - DEHYDRATED CREAM (FROM MILK) - Value - %_0,0.0,0.010684732587390633,MEU,Model 1,
scaly,0.0,0.010367851633903294,MEU,Model 1,
liquidy,0.0,0.010333458381222281,MEU,Model 1,
sturdy,0.0,0.010292209825503848,MEU,Model 1,
barni,0.0,0.010284142041741457,MEU,Model 1,
carotene,0.0,0.01026538576588022,MEU,Model 1,
thick,0.0,0.010224733740905625,MEU,Model 1,
plain,0.0,0.010213077792082121,MEU,Model 1,
Standard Composition - RAPESEED OIL - Value - %_0.0,0.0,0.009972298756168145,MEU,Model 1,
buttery,0.0,0.009894269377711892,MEU,Model 1,
Standard Composition - DEHYDRATED CREAM (FROM MILK) - Value - %_1,0.0,0.009805141509223268,MEU,Model 1,
Standard Composition - SODIUM HYDROXIDE - Value - %_0.0,0.0,0.00937987920339401,MEU,Model 1,
dairycreamer,0.0,0.009339207472061765,MEU,Model 1,
sourish,0.0,0.009254363090911735,MEU,Model 1,
Standard Composition - RAPESEED OIL - Value - %_0.57,0.0,0.009151133664552464,MEU,Model 1,
Standard Composition - LECITHIN - Value - %_0.0,0.0,0.0090907080851301,MEU,Model 1,
Standard Composition - NATURE IDENTICAL EMMENTAL FLAVOR - Value - %_0.015,0.0,0.00894332388097741,MEU,Model 1,
syrup,0.0,0.00888466506082777,MEU,Model 1,
Standard Composition - SODIUM CITRATE - Value - %_0.0,0.0,0.008819257598279657,MEU,Model 1,
Standard Composition - CAPSORUBIN_RMAT_10130094_10 - Value - %_0.0012,0.0,0.008480491206176074,MEU,Model 1,
vana,0.0,0.008467537285394079,MEU,Model 1,
Standard Composition - BUTTERFAT - Value - %_0,0.0,0.008273910503756492,MEU,Model 1,
odour,0.0,0.007905926102535243,MEU,Model 1,
bland,0.0,0.0073506941300306595,MEU,Model 1,
spray,0.0,0.007348222976704164,MEU,Model 1,
Standard Composition - MILK PROTEIN CONCENTRATE - Value - %_0.135,0.0,0.007202172452703645,MEU,Model 1,
othercheese,0.0,0.006919518577147071,MEU,Model 1,
wheypermeatepowder,0.0,0.006791122033777177,MEU,Model 1,
tste,0.0,0.006787905886035466,MEU,Model 1,
local,0.0,0.0066735955831449196,MEU,Model 1,
osella,0.0,0.006611633161675657,MEU,Model 1,
dulche,0.0,0.006451413822008294,MEU,Model 1,
Standard Composition - EMMENTAL - Value - %_0.24,0.0,0.00620376971428137,MEU,Model 1,
sandy,0.0,0.006005995978802074,MEU,Model 1,
sour,0.0,0.005965421876681211,MEU,Model 1,
Standard Composition - MONOSODIUM GLUTAMATE - Value - %_0.05,0.0,0.0058711576544365,MEU,Model 1,
Standard Composition - EMMENTAL - Value - %_0.0,0.0,0.005744477353074393,MEU,Model 1,
emental,0.0,0.005566503315007275,MEU,Model 1,
eemea,0.0,0.005525408990833456,MEU,Model 1,
pc,0.0,0.00550747008448742,MEU,Model 1,
Standard Composition - LYSOZYME - Value - %_0.0002,0.0,0.005476526108484725,MEU,Model 1,
odourless,0.0,0.005297522773490509,MEU,Model 1,
meu,0.0,0.004976498030719689,MEU,Model 1,
Standard Composition - CORN MALTODEXTRIN - Value - %,0.0,0.004912812937360455,MEU,Model 1,
em,0.0,0.004867638804870064,MEU,Model 1,
ferments,0.0,0.004813880426168425,MEU,Model 1,
sweetenedcondensedskimmilk,0.0,0.004744580591583988,MEU,Model 1,
origin,0.0,0.004501314952660659,MEU,Model 1,
months,0.0,0.0043775618231053645,MEU,Model 1,
mineral,0.0,0.004345874105838229,MEU,Model 1,
Standard Composition - MILKFAT - Value - %_1.0,0.0,0.004034103700164601,MEU,Model 1,
Standard Composition - MILK PROTEIN CONCENTRATE - Value - %_0.0,0.0,0.004025378476999306,MEU,Model 1,
smell,0.0,0.003986557117500256,MEU,Model 1,
conform,0.0,0.0039229577229530415,MEU,Model 1,
Standard Composition - DISODIUM ORTHOPHOSPHATE - Value - %_0.0,0.0,0.0038082067843647743,MEU,Model 1,
Standard Composition - COCOA BUTTER - Value - %_0.337,0.0,0.0037697826817413957,MEU,Model 1,
caramel,0.0,0.0037174102156536408,MEU,Model 1,
Standard Composition - POTASSIUM CHLORIDE - Value - %_0.012,0.0,0.003387432986196853,MEU,Model 1,
cow,0.0,0.003379795132326227,MEU,Model 1,
salty,0.0,0.003074628001069734,MEU,Model 1,
Standard Composition - SODIUM HYDROXIDE - Value - %_0.001,0.0,0.0030281912607692464,MEU,Model 1,
mass,0.0,0.0024611843465018996,MEU,Model 1,
Standard Composition - STARCH - Value - %_0.075,0.0,0.0022796756187444854,MEU,Model 1,
vegetarianwheypowder,0.0,0.0021659897361173634,MEU,Model 1,
flavor,0.0,0.001849065675867722,MEU,Model 1,
processing,0.0,0.0,MEU,Model 1,
processed,0.0,0.0,MEU,Model 1,
waxy,0.0,0.0,MEU,Model 1,
weeks,0.0,0.0,MEU,Model 1,
properties,0.0,0.0,MEU,Model 1,
preparation,0.0,0.0,MEU,Model 1,
sandwich,0.0,0.0,MEU,Model 1,
rancidity,0.0,0.0,MEU,Model 1,
solids,0.0,0.0,MEU,Model 1,
Standard Composition - LACTOSE - Value - %,0.0,0.0,MEU,Model 1,
smooth,0.0,0.0,MEU,Model 1,
step,0.0,0.0,MEU,Model 1,
string,0.0,0.0,MEU,Model 1,
sliceable,0.0,0.0,MEU,Model 1,
strong,0.0,0.0,MEU,Model 1,
"Qualitative - Sediment, scorched particles - Acceptance Criteria_Target disc A, Maximum disc C",0.0,0.0,MEU,Model 1,
sufficiently,0.0,0.0,MEU,Model 1,
pure,0.0,0.0,MEU,Model 1,
Standard Composition - SODIUM PHOSPHATE - Value - %,0.0,0.0,MEU,Model 1,
tastes,0.0,0.0,MEU,Model 1,
seasoning,0.0,0.0,MEU,Model 1,
scm,0.0,0.0,MEU,Model 1,
tr,0.0,0.0,MEU,Model 1,
Standard Composition - BEET SUGAR - Value - %,0.0,0.0,MEU,Model 1,
type,0.0,0.0,MEU,Model 1,
typically,0.0,0.0,MEU,Model 1,
roller,0.0,0.0,MEU,Model 1,
rathmore,0.0,0.0,MEU,Model 1,
tablets,0.0,0.0,MEU,Model 1,
powdef,0.0,0.0,MEU,Model 1,
kg,0.0,0.0,MEU,Model 1,
pleasantly,0.0,0.0,MEU,Model 1,
Standard Composition - POTATO MALTODEXTRIN - Value - %_0.0,0.0,0.0,MEU,Model 1,
Standard Composition - POTATO MALTODEXTRIN - Value - %_0.084,0.0,0.0,MEU,Model 1,
aerated,0.0,0.0,MEU,Model 1,
alpinesmp,0.0,0.0,MEU,Model 1,
Standard Composition - SWEETENED CONDENSED MILK - Value - %_0.6,0.0,0.0,MEU,Model 1,
basis,0.0,0.0,MEU,Model 1,
Standard Composition - SWEETENED CONDENSED MILK - Value - %_0.0,0.0,0.0,MEU,Model 1,
body,0.0,0.0,MEU,Model 1,
Standard Composition - WHEY PERMEATE - Value - %_1.0,0.0,0.0,MEU,Model 1,
Standard Composition - COCOA BUTTER - Value - %_0.0,0.0,0.0,MEU,Model 1,
cheeseingredients,0.0,0.0,MEU,Model 1,
chester,0.0,0.0,MEU,Model 1,
compound,0.0,0.0,MEU,Model 1,
Standard Composition - BETA CAROTENES - Value - %_4e-05,0.0,0.0,MEU,Model 1,
Standard Composition - BETA CAROTENES - Value - %_0.0,0.0,0.0,MEU,Model 1,
crew,0.0,0.0,MEU,Model 1,
crystalline,0.0,0.0,MEU,Model 1,
crystals,0.0,0.0,MEU,Model 1,
Standard Composition - GUM ARABIC - Value - %_0.0,0.0,0.0,MEU,Model 1,
days,0.0,0.0,MEU,Model 1,
Standard Composition - WHEY PERMEATE - Value - %_0.0,0.0,0.0,MEU,Model 1,
Standard Composition - CALCIUM LACTATE - Value - %_0.003,0.0,0.0,MEU,Model 1,
Standard Composition - STARCH - Value - %_0.0,0.0,0.0,MEU,Model 1,
Standard Composition - CITRIC ACID - Value - %_0.0,0.0,0.0,MEU,Model 1,
Standard Composition - CITRIC ACID - Value - %_0.005,0.0,0.0,MEU,Model 1,
Standard Composition - DISODIUM 5'-GUANYLATE - Value - %_0.0,0.0,0.0,MEU,Model 1,
Standard Composition - DEHYDRATED CHEESE POWDER_RMAT_10130094_10 - Value - %_0.0,0.0,0.0,MEU,Model 1,
Standard Composition - LACTIC ACID - Value - %_1.0,0.0,0.0,MEU,Model 1,
Standard Composition - CHEESE - Value - %_0.0,0.0,0.0,MEU,Model 1,
Standard Composition - WHEY PROTEIN CONCENTRATE (FROM MILK) - Value - %_0,0.0,0.0,MEU,Model 1,
Standard Composition - MINERAL SALT - Value - %_0.012,0.0,0.0,MEU,Model 1,
Standard Composition - WHEY PROTEIN CONCENTRATE (FROM MILK) - Value - %_1,0.0,0.0,MEU,Model 1,
Standard Composition - ANIMAL RENNET - Value - %_0.0006,0.0,0.0,MEU,Model 1,
Standard Composition - THERMAL PROCESS FLAVORING - Value - %_0.0,0.0,0.0,MEU,Model 1,
Standard Composition - THERMAL PROCESS FLAVORING - Value - %_0.0005,0.0,0.0,MEU,Model 1,
Standard Composition - CARAMELIZED SUGAR SYRUP - Value - %_0.0,0.0,0.0,MEU,Model 1,
Standard Composition - DISODIUM 5'-INOSINATE - Value - %_0.0,0.0,0.0,MEU,Model 1,
Standard Composition - DISODIUM 5'-INOSINATE - Value - %_0.001,0.0,0.0,MEU,Model 1,
Standard Composition - FLAVORING SUBSTANCES WITH 0.7% AMMONIUM CHLORIDE - Value - %_0.0,0.0,0.0,MEU,Model 1,
Standard Composition - FLAVORING SUBSTANCES WITH 0.7% AMMONIUM CHLORIDE - Value - %_0.02,0.0,0.0,MEU,Model 1,
Standard Composition - ANIMAL RENNET - Value - %_0.0,0.0,0.0,MEU,Model 1,
pleasantlymilky,0.0,0.0,MEU,Model 1,
de,0.0,0.0,MEU,Model 1,
elastic,0.0,0.0,MEU,Model 1,
Standard Composition - MILK MINERALS - Value - %_0,0.0,0.0,MEU,Model 1,
milka,0.0,0.0,MEU,Model 1,
Standard Composition - SULFITES (INDIRECTLY ADDED) - HARMONIZED TO 100000000511 - Value - PPM_9.99,0.0,0.0,MEU,Model 1,
mix,0.0,0.0,MEU,Model 1,
moldy,0.0,0.0,MEU,Model 1,
mozzarella,0.0,0.0,MEU,Model 1,
Standard Composition - SULFITES (INDIRECTLY ADDED) - HARMONIZED TO 100000000511 - Value - PPM_0.0,0.0,0.0,MEU,Model 1,
non,0.0,0.0,MEU,Model 1,
medium,0.0,0.0,MEU,Model 1,
normal,0.0,0.0,MEU,Model 1,
Standard Composition - LYSOZYME - Value - %_0.0,0.0,0.0,MEU,Model 1,
"Qualitative - Sediment, scorched particles - Acceptance Criteria.2_Target disc A, Maximum disc C",0.0,0.0,MEU,Model 1,
otherwheyingredient,0.0,0.0,MEU,Model 1,
pasteurised,0.0,0.0,MEU,Model 1,
pasty,0.0,0.0,MEU,Model 1,
permeate,0.0,0.0,MEU,Model 1,
piquant,0.0,0.0,MEU,Model 1,
pleasant,0.0,0.0,MEU,Model 1,
nutty,0.0,0.0,MEU,Model 1,
dop,0.0,0.0,MEU,Model 1,
Standard Composition - MILK MINERALS - Value - %_1,0.0,0.0,MEU,Model 1,
marlbrook,0.0,0.0,MEU,Model 1,
far,0.0,0.0,MEU,Model 1,
Standard Composition - SOY LECITHIN - Value - %_0.003,0.0,0.0,MEU,Model 1,
flavors,0.0,0.0,MEU,Model 1,
foam,0.0,0.0,MEU,Model 1,
forming,0.0,0.0,MEU,Model 1,
global,0.0,0.0,MEU,Model 1,
good,0.0,0.0,MEU,Model 1,
gouda,0.0,0.0,MEU,Model 1,
max,0.0,0.0,MEU,Model 1,
high,0.0,0.0,MEU,Model 1,
homogenously,0.0,0.0,MEU,Model 1,
kill,0.0,0.0,MEU,Model 1,
kosher,0.0,0.0,MEU,Model 1,
lactic,0.0,0.0,MEU,Model 1,
leche,0.0,0.0,MEU,Model 1,
light,0.0,0.0,MEU,Model 1,
Standard Composition - VEGETABLE OIL - Value - %_0.0,0.0,0.0,MEU,Model 1,
maasdam,0.0,0.0,MEU,Model 1,
Standard Composition - VEGETABLE OIL - Value - %_0.009000000000000001,0.0,0.0,MEU,Model 1,
young,0.0,0.0,MEU,Model 1,
natural,1.0,1.0,MEU,Model 1,
othernaturalcheese,1.0,0.9381333918244367,MEU,Model 1,
naturalcheese,1.0,0.8167317887227064,MEU,Model 1,
cheese,1.0,0.7041468050542976,MEU,Model 1,
block,1.0,0.7035072365198808,MEU,Model 1,
Food Safety Requirements - Sensitive–Maybe source of pathogens;ING/subcomponents have gone through validated pathogen reduction step - Contaminant Limits Required_Yes,1.0,0.6097897598972472,MEU,Model 1,
Standard Composition - MILK - Value - %,1.0,0.3632811232220202,MEU,Model 1,
Standard Composition - MICROBIAL RENNET - Value - %,1.0,0.35803346251580703,MEU,Model 1,
meals,1.0,0.30974351172399506,MEU,Model 1,
