feature_name,Model 1,feature_imp_scaled_vals,Region,Model,Model 2
Standard Composition - BEET SUGAR - Value - %,0.0,0.014327491877247352,MEU,Model 1,
skimmilk,0.0,0.013803204708324574,MEU,Model 1,
caramilk,0.0,0.013573263732132754,MEU,Model 1,
Standard Composition - NATURAL FLAVOR - Value - %,0.0,0.013452358743851499,MEU,Model 1,
compound,0.0,0.01336699883812201,MEU,Model 1,
alpineamf,0.0,0.013057249239032431,MEU,Model 1,
type,0.0,0.012477145575857704,MEU,Model 1,
padano,0.0,0.012353355018888186,MEU,Model 1,
acid,0.0,0.012247785192094412,MEU,Model 1,
mild,0.0,0.012119049009200251,MEU,Model 1,
osella,0.0,0.011663882523966948,MEU,Model 1,
like,0.0,0.011613404834143687,MEU,Model 1,
marlbrook,0.0,0.011594084989562032,MEU,Model 1,
block,0.0,0.011151746456383926,MEU,Model 1,
dried,0.0,0.010838140825008346,MEU,Model 1,
pasty,0.0,0.010837487419902212,MEU,Model 1,
Standard Composition - WATER - Value - %,0.0,0.00950885814753999,MEU,Model 1,
processedcheese,0.0,0.009358344332671364,MEU,Model 1,
carotene,0.0,0.009321508963208852,MEU,Model 1,
step,0.0,0.009163827479137313,MEU,Model 1,
cheddar,0.0,0.008764852908631516,MEU,Model 1,
powdery,0.0,0.008639825783196858,MEU,Model 1,
butyric,0.0,0.008616743078581141,MEU,Model 1,
standard,0.0,0.00828661850433175,MEU,Model 1,
low,0.0,0.00815747796923079,MEU,Model 1,
cow,0.0,0.007907593409210475,MEU,Model 1,
foreign,0.0,0.00707607580016445,MEU,Model 1,
Standard Composition - CORN MALTODEXTRIN - Value - %,0.0,0.006913387772846311,MEU,Model 1,
cappa,0.0,0.006837876294000467,MEU,Model 1,
odors,0.0,0.006689531817832326,MEU,Model 1,
spray,0.0,0.006646109801271313,MEU,Model 1,
emmental,0.0,0.0065941041071004534,MEU,Model 1,
wheypermeatepowder,0.0,0.006554546875700321,MEU,Model 1,
caramel,0.0,0.006450773919191855,MEU,Model 1,
seasoning,0.0,0.006304913454934499,MEU,Model 1,
lactosepowder,0.0,0.006201533651809094,MEU,Model 1,
otherliquiddairy,0.0,0.0061173102914772294,MEU,Model 1,
turbid,0.0,0.006081789453459563,MEU,Model 1,
starch,0.0,0.006080754160149078,MEU,Model 1,
Standard Composition - CALCIUM CHLORIDE - Value - %,0.0,0.00606111868625218,MEU,Model 1,
cfluid,0.0,0.005988012284841752,MEU,Model 1,
untreated,0.0,0.005984010769449819,MEU,Model 1,
nearly,0.0,0.00593797392921607,MEU,Model 1,
bitter,0.0,0.005759154114861995,MEU,Model 1,
grated,0.0,0.005669627763974717,MEU,Model 1,
anhydrous,0.0,0.005627046638845286,MEU,Model 1,
gouda,0.0,0.005608509318616102,MEU,Model 1,
crystals,0.0,0.005166956100789358,MEU,Model 1,
mouldy,0.0,0.004932559754440504,MEU,Model 1,
syrup,0.0,0.004627703082002895,MEU,Model 1,
kill,0.0,0.004542496721598404,MEU,Model 1,
rancidity,0.0,0.004514326550303362,MEU,Model 1,
pleasantly,0.0,0.004457797078439207,MEU,Model 1,
emental,0.0,0.00437204915277777,MEU,Model 1,
thick,0.0,0.004291261675730425,MEU,Model 1,
properties,0.0,0.003966237270824219,MEU,Model 1,
sandy,0.0,0.003915684074297211,MEU,Model 1,
lactose,0.0,0.0039059741451209977,MEU,Model 1,
odourless,0.0,0.0038222605618085633,MEU,Model 1,
sliceable,0.0,0.0038116128719991767,MEU,Model 1,
normal,0.0,0.003658390295492486,MEU,Model 1,
scm,0.0,0.003366821216154917,MEU,Model 1,
maasdam,0.0,0.003346300719832485,MEU,Model 1,
vana,0.0,0.0032375692690086197,MEU,Model 1,
lactic,0.0,0.0032291273194946808,MEU,Model 1,
preparation,0.0,0.0030243905916892736,MEU,Model 1,
waxy,0.0,0.0029954943688760586,MEU,Model 1,
pure,0.0,0.002848744250495826,MEU,Model 1,
conform,0.0,0.0028362718206032273,MEU,Model 1,
odor,0.0,0.0024573643738563236,MEU,Model 1,
boosting,0.0,0.002276840434620203,MEU,Model 1,
pasta,0.0,0.0022693937163520794,MEU,Model 1,
milka,0.0,0.002189336635523107,MEU,Model 1,
Standard Composition - SODIUM PHOSPHATE - Value - %,0.0,0.0021891493499376366,MEU,Model 1,
months,0.0,0.002172787285076653,MEU,Model 1,
body,0.0,0.0021328222462915726,MEU,Model 1,
pleasantlymilky,0.0,0.0019917573114954495,MEU,Model 1,
butter,0.0,0.0019293226290133278,MEU,Model 1,
odour,0.0,0.0018794703146563793,MEU,Model 1,
mass,0.0,0.001859999693322153,MEU,Model 1,
dy,0.0,0.0016267137703463621,MEU,Model 1,
processed,0.0,0.0016178116626217138,MEU,Model 1,
homogenously,0.0,0.0014115573239376923,MEU,Model 1,
dop,0.0,0.001394011064789399,MEU,Model 1,
elastic,0.0,0.001389329526320092,MEU,Model 1,
othercheese,0.0,0.0011249481739276494,MEU,Model 1,
conforms,0.0,0.0010738421483835953,MEU,Model 1,
alpinesmp,0.0,0.0,MEU,Model 1,
basis,0.0,0.0,MEU,Model 1,
viscoplastic,0.0,0.0,MEU,Model 1,
vegetarianwheypowder,0.0,0.0,MEU,Model 1,
used,0.0,0.0,MEU,Model 1,
typically,0.0,0.0,MEU,Model 1,
bland,0.0,0.0,MEU,Model 1,
string,0.0,0.0,MEU,Model 1,
chester,0.0,0.0,MEU,Model 1,
weeks,0.0,0.0,MEU,Model 1,
away,0.0,0.0,MEU,Model 1,
sturdy,0.0,0.0,MEU,Model 1,
sufficiently,0.0,0.0,MEU,Model 1,
tr,0.0,0.0,MEU,Model 1,
buttery,0.0,0.0,MEU,Model 1,
temp,0.0,0.0,MEU,Model 1,
tastes,0.0,0.0,MEU,Model 1,
aerated,0.0,0.0,MEU,Model 1,
sweetenedcondensedskimmilk,0.0,0.0,MEU,Model 1,
barni,0.0,0.0,MEU,Model 1,
dry,0.0,0.0,MEU,Model 1,
crew,0.0,0.0,MEU,Model 1,
flavors,0.0,0.0,MEU,Model 1,
foam,0.0,0.0,MEU,Model 1,
forming,0.0,0.0,MEU,Model 1,
origin,0.0,0.0,MEU,Model 1,
global,0.0,0.0,MEU,Model 1,
nutty,0.0,0.0,MEU,Model 1,
non,0.0,0.0,MEU,Model 1,
good,0.0,0.0,MEU,Model 1,
grana,0.0,0.0,MEU,Model 1,
mozzarella,0.0,0.0,MEU,Model 1,
moldy,0.0,0.0,MEU,Model 1,
mix,0.0,0.0,MEU,Model 1,
high,0.0,0.0,MEU,Model 1,
milkfat,0.0,0.0,MEU,Model 1,
kg,0.0,0.0,MEU,Model 1,
meu,0.0,0.0,MEU,Model 1,
medium,0.0,0.0,MEU,Model 1,
kosher,0.0,0.0,MEU,Model 1,
max,0.0,0.0,MEU,Model 1,
local,0.0,0.0,MEU,Model 1,
live,0.0,0.0,MEU,Model 1,
ferments,0.0,0.0,MEU,Model 1,
otherwheyingredient,0.0,0.0,MEU,Model 1,
pasteurised,0.0,0.0,MEU,Model 1,
pc,0.0,0.0,MEU,Model 1,
smooth,0.0,0.0,MEU,Model 1,
crystalline,0.0,0.0,MEU,Model 1,
dairycreamer,0.0,0.0,MEU,Model 1,
days,0.0,0.0,MEU,Model 1,
de,0.0,0.0,MEU,Model 1,
delicate,0.0,0.0,MEU,Model 1,
scamorza,0.0,0.0,MEU,Model 1,
scaly,0.0,0.0,MEU,Model 1,
sauce,0.0,0.0,MEU,Model 1,
sandwich,0.0,0.0,MEU,Model 1,
solids,0.0,0.0,MEU,Model 1,
roller,0.0,0.0,MEU,Model 1,
rathmore,0.0,0.0,MEU,Model 1,
dulche,0.0,0.0,MEU,Model 1,
eemea,0.0,0.0,MEU,Model 1,
processing,0.0,0.0,MEU,Model 1,
premix,0.0,0.0,MEU,Model 1,
powdef,0.0,0.0,MEU,Model 1,
pleasant,0.0,0.0,MEU,Model 1,
em,0.0,0.0,MEU,Model 1,
piquant,0.0,0.0,MEU,Model 1,
permeate,0.0,0.0,MEU,Model 1,
leche,0.0,0.0,MEU,Model 1,
young,0.0,0.0,MEU,Model 1,
replacer,1.0,1.0,MEU,Model 1,
others,1.0,0.4666752340742634,MEU,Model 1,
"Nutrient Composition - Lactose, g - Value - %",1.0,0.4008212130728388,MEU,Model 1,
Standard Composition - LACTOSE AND MILK PROTEINS - Value - %,1.0,0.3822393587314578,MEU,Model 1,
"Nutrient Composition - Available Carbohydrate, g (MX calculation) - Value - %",1.0,0.2565059652840132,MEU,Model 1,
otherdairypowder,1.0,0.2193519236226604,MEU,Model 1,
milk,1.0,0.20860405041959065,MEU,Model 1,
"Quantitative - Density, bulk tapped - Max",1.0,0.20156970611382227,MEU,Model 1,
"Nutrient Composition - Available Carbohydrate, g - Value - %",1.0,0.19515222555438322,MEU,Model 1,
wholemilkpowder,1.0,0.1906094798487426,MEU,Model 1,
Standard Composition - MILK - Value - %,1.0,0.1812685611171983,MEU,Model 1,
liquiddairy,1.0,0.1563006118457942,MEU,Model 1,
specialtypowder,1.0,0.15060807530215736,MEU,Model 1,
"Nutrient Composition - Moisture, g - Value - %",1.0,0.13864009678564201,MEU,Model 1,
skimmed,1.0,0.1252126303047254,MEU,Model 1,
"Quantitative - Density, bulk free flow - Max",1.0,0.11704941696608488,MEU,Model 1,
dairy,1.0,0.11134737245952497,MEU,Model 1,
powder,1.0,0.1106004309938758,MEU,Model 1,
whole,1.0,0.10976558340463938,MEU,Model 1,
"Nutrient Composition - Total Fat, g - Value - %",1.0,0.1013165114159624,MEU,Model 1,
"Nutrient Composition - Protein, g - Value - %",1.0,0.09437912826320109,MEU,Model 1,
free,1.0,0.08418965832924853,MEU,Model 1,
neutral,1.0,0.07771340459535678,MEU,Model 1,
Standard Composition - SUGAR - Value - %,1.0,0.07195857510603416,MEU,Model 1,
wholemilk,1.0,0.06322082305931129,MEU,Model 1,
sweet,1.0,0.06279979215385452,MEU,Model 1,
slightly,1.0,0.061476047471684295,MEU,Model 1,
characteristic,1.0,0.0588354454977792,MEU,Model 1,
cheese,1.0,0.05841777818748351,MEU,Model 1,
flowing,1.0,0.05831515758799193,MEU,Model 1,
meals,1.0,0.056936216617454974,MEU,Model 1,
othernaturalcheese,1.0,0.056819867791909826,MEU,Model 1,
Standard Composition - SKIM MILK - Value - %,1.0,0.05246412075818921,MEU,Model 1,
Standard Composition - WHEY - Value - %,1.0,0.05220566989614857,MEU,Model 1,
block,1.0,0.04988108480107118,MEU,Model 1,
whey,1.0,0.04934573214785517,MEU,Model 1,
Standard Composition - YOGURT - Value - %,1.0,0.0485902030085477,MEU,Model 1,
lumps,1.0,0.048449827179019446,MEU,Model 1,
odours,1.0,0.047834578353676695,MEU,Model 1,
typical,1.0,0.04545421777673913,MEU,Model 1,
sweetenedcondensedmilk,1.0,0.04428840197571721,MEU,Model 1,
butterfat,1.0,0.04390012311484437,MEU,Model 1,
without,1.0,0.043778580250409864,MEU,Model 1,
aroma,1.0,0.04278842376085077,MEU,Model 1,
cream,1.0,0.04126194584010884,MEU,Model 1,
Standard Composition - SILICON DIOXIDE - Value - %,1.0,0.04112898192910754,MEU,Model 1,
wheyingredients,1.0,0.04066858040642226,MEU,Model 1,
liquid,1.0,0.040531724376442334,MEU,Model 1,
skimmilkpowder,1.0,0.03853217410545194,MEU,Model 1,
taste,1.0,0.03806413270345105,MEU,Model 1,
calcium,1.0,0.03641006164236295,MEU,Model 1,
Standard Composition - STARTER CULTURE - Value - %,1.0,0.03418685156593676,MEU,Model 1,
padano,1.0,0.033336216121766876,MEU,Model 1,
cheesepowder,1.0,0.03317445057964483,MEU,Model 1,
yoghurtpowder,1.0,0.03199820502926332,MEU,Model 1,
milky,1.0,0.031970226282987756,MEU,Model 1,
yoghurt,1.0,0.031399816535014335,MEU,Model 1,
wheypowder,1.0,0.03002194097342962,MEU,Model 1,
condensed,1.0,0.029814552496532604,MEU,Model 1,
otherdairy,1.0,0.027779213636471015,MEU,Model 1,
flavours,1.0,0.027764659465994396,MEU,Model 1,
naturalcheese,1.0,0.027747238829817375,MEU,Model 1,
lactosepowder,1.0,0.02767938168149928,MEU,Model 1,
smell,1.0,0.027380497025562976,MEU,Model 1,
sourish,1.0,0.02694268620074859,MEU,Model 1,
rancid,1.0,0.026076745275850747,MEU,Model 1,
salty,1.0,0.026011093206802328,MEU,Model 1,
flavour,1.0,0.02595767100902107,MEU,Model 1,
anhydrousmilkfat,1.0,0.025875817774836413,MEU,Model 1,
milka,1.0,0.02494722707927927,MEU,Model 1,
skimmilk,1.0,0.024601730955199918,MEU,Model 1,
clean,1.0,0.024467265082931403,MEU,Model 1,
filling,1.0,0.02411697820951031,MEU,Model 1,
skim,1.0,0.023662240530953543,MEU,Model 1,
sweetened,1.0,0.022139269353600763,MEU,Model 1,
homogenous,1.0,0.021265652525430837,MEU,Model 1,
viscous,1.0,0.020700205480270777,MEU,Model 1,
Standard Composition - CORN MALTODEXTRIN - Value - %,1.0,0.020411863542170117,MEU,Model 1,
metallic,1.0,0.01987981914637469,MEU,Model 1,
conform,1.0,0.019647745573420337,MEU,Model 1,
dried,1.0,0.019566334742614603,MEU,Model 1,
caramilk,1.0,0.01925180852625021,MEU,Model 1,
Standard Composition - SALT - Value - %,1.0,0.018464803851556084,MEU,Model 1,
toffee,1.0,0.01836775899522091,MEU,Model 1,
Standard Composition - WATER - Value - %,1.0,0.017284612890167132,MEU,Model 1,
powdery,1.0,0.01722441748123664,MEU,Model 1,
Standard Composition - TRICALCIUM ORTHOPHOSPHATE - Value - %,1.0,0.01694345313026682,MEU,Model 1,
kg,1.0,0.01668840744110877,MEU,Model 1,
heat,1.0,0.015941873346549697,MEU,Model 1,
pleasantly,1.0,0.014945982900649827,MEU,Model 1,
fluid,1.0,0.014304233267311785,MEU,Model 1,
fine,1.0,0.014105948533816519,MEU,Model 1,
mild,1.0,0.013938769678861535,MEU,Model 1,
flavor,1.0,0.013920676950479436,MEU,Model 1,
cheeseingredients,1.0,0.013512859172406112,MEU,Model 1,
vegetarian,1.0,0.013328608233060913,MEU,Model 1,
Standard Composition - CALCIUM CHLORIDE - Value - %,1.0,0.013232708650248708,MEU,Model 1,
products,1.0,0.013051645977915275,MEU,Model 1,
sweetenedcondensedskimmilk,1.0,0.013025077085948371,MEU,Model 1,
Standard Composition - PALM OIL - Value - %,1.0,0.012666465709193341,MEU,Model 1,
like,1.0,0.012305312021318099,MEU,Model 1,
sour,1.0,0.012237479141810162,MEU,Model 1,
firm,1.0,0.01203683397802627,MEU,Model 1,
scamorza,1.0,0.011211089260324233,MEU,Model 1,
creamy,1.0,0.01119554904432282,MEU,Model 1,
alpine,1.0,0.01109248920785662,MEU,Model 1,
Standard Composition - NATURAL FLAVOR - Value - %,1.0,0.010964496570633973,MEU,Model 1,
Standard Composition - BUTTER - Value - %,1.0,0.010610020612022505,MEU,Model 1,
fat,1.0,0.01035348012350646,MEU,Model 1,
otherwheyingredient,1.0,0.009816213664769745,MEU,Model 1,
scaly,1.0,0.00976628510256279,MEU,Model 1,
typ,1.0,0.009719261447104251,MEU,Model 1,
anhydrous,1.0,0.009701508859812887,MEU,Model 1,
odour,1.0,0.009683866773983668,MEU,Model 1,
watery,1.0,0.009657495815940756,MEU,Model 1,
butyric,1.0,0.009572663033581575,MEU,Model 1,
Standard Composition - MICROBIAL RENNET - Value - %,1.0,0.009335010284566219,MEU,Model 1,
conforms,1.0,0.00916456042508316,MEU,Model 1,
blend,1.0,0.00897585364309686,MEU,Model 1,
fishy,1.0,0.008553108510472368,MEU,Model 1,
temp,1.0,0.008284619316329784,MEU,Model 1,
processed,1.0,0.008110458483578106,MEU,Model 1,
odor,1.0,0.007848354368231645,MEU,Model 1,
treated,1.0,0.007310700157455924,MEU,Model 1,
type,1.0,0.007284023398921491,MEU,Model 1,
butterlike,1.0,0.007223705812704967,MEU,Model 1,
sugar,1.0,0.007202901187707749,MEU,Model 1,
odors,1.0,0.007172276694861227,MEU,Model 1,
leche,1.0,0.006956576588024344,MEU,Model 1,
liquidy,1.0,0.006947838445325999,MEU,Model 1,
natural,1.0,0.006923773325193022,MEU,Model 1,
preparation,1.0,0.006861685753219107,MEU,Model 1,
de,1.0,0.006815256774691461,MEU,Model 1,
acid,1.0,0.0067724526260949615,MEU,Model 1,
step,1.0,0.0067627392541541355,MEU,Model 1,
Standard Composition - BEET SUGAR - Value - %,1.0,0.0066552415767243715,MEU,Model 1,
lactose,1.0,0.006469105463270852,MEU,Model 1,
fresh,1.0,0.0060042648699393285,MEU,Model 1,
cheddar,1.0,0.005874299275187317,MEU,Model 1,
othercheese,1.0,0.0058384568066104986,MEU,Model 1,
concentrate,1.0,0.0056754399817317775,MEU,Model 1,
mouldy,1.0,0.005272143838416108,MEU,Model 1,
boosting,1.0,0.005251095169314526,MEU,Model 1,
standard,1.0,0.005096285964959167,MEU,Model 1,
Standard Composition - YOGURT POWDER - Value - %,1.0,0.00493680937396297,MEU,Model 1,
solid,1.0,0.004930855832143875,MEU,Model 1,
ingredient,1.0,0.004898768165174764,MEU,Model 1,
Standard Composition - LACTOSE - Value - %,1.0,0.004856072181899998,MEU,Model 1,
strong,1.0,0.00474617332936514,MEU,Model 1,
emmental,1.0,0.00460182010172686,MEU,Model 1,
pure,1.0,0.004597928023625694,MEU,Model 1,
pasta,1.0,0.004428762389727882,MEU,Model 1,
dop,1.0,0.004324426466828638,MEU,Model 1,
spray,1.0,0.004251321654142546,MEU,Model 1,
powdef,1.0,0.004193457347794843,MEU,Model 1,
dairycreamer,1.0,0.004155527224968684,MEU,Model 1,
sandy,1.0,0.004017339121202726,MEU,Model 1,
Standard Composition - SODIUM PHOSPHATE - Value - %,1.0,0.0039007719184664716,MEU,Model 1,
dy,1.0,0.003692750881044446,MEU,Model 1,
turbid,1.0,0.0035868790281790037,MEU,Model 1,
months,1.0,0.003562771778948393,MEU,Model 1,
viscoplastic,1.0,0.0033120315564898195,MEU,Model 1,
low,1.0,0.003249462915770121,MEU,Model 1,
light,1.0,0.0032015877197513957,MEU,Model 1,
barni,1.0,0.0031534399576534115,MEU,Model 1,
foreign,1.0,0.0031422121973824443,MEU,Model 1,
mineral,1.0,0.0030802507153585667,MEU,Model 1,
grated,1.0,0.003054436150691302,MEU,Model 1,
frm,1.0,0.002802469513069833,MEU,Model 1,
cappa,1.0,0.0027534184975357367,MEU,Model 1,
roller,1.0,0.002740571770791959,MEU,Model 1,
gouda,1.0,0.0025356281736962304,MEU,Model 1,
similar,1.0,0.0025035113447222546,MEU,Model 1,
nearly,1.0,0.002457944386529062,MEU,Model 1,
maasdam,1.0,0.002333055612908988,MEU,Model 1,
marlbrook,1.0,0.002313063607735836,MEU,Model 1,
lactic,1.0,0.0022871926724532593,MEU,Model 1,
plast,1.0,0.0022609420784974843,MEU,Model 1,
processedcheese,1.0,0.002169147082597845,MEU,Model 1,
compound,1.0,0.002161557587974443,MEU,Model 1,
elastic,1.0,0.002056959686915792,MEU,Model 1,
smooth,1.0,0.001956839679525715,MEU,Model 1,
caramel,1.0,0.0018183580707913831,MEU,Model 1,
odourless,1.0,0.0018088596501766206,MEU,Model 1,
tablets,1.0,0.0017663117185953922,MEU,Model 1,
osella,1.0,0.0017656878122182152,MEU,Model 1,
young,1.0,0.0016682732903978337,MEU,Model 1,
cfluid,1.0,0.0016191637171480348,MEU,Model 1,
scm,1.0,0.0014244606594623734,MEU,Model 1,
body,1.0,0.0014124262501126737,MEU,Model 1,
vana,1.0,0.0013717118750834402,MEU,Model 1,
bitter,1.0,0.0013226693148611658,MEU,Model 1,
thick,1.0,0.0012772674463882633,MEU,Model 1,
foam,1.0,0.0012357754586771663,MEU,Model 1,
kill,1.0,0.0012345907278371998,MEU,Model 1,
sliceable,1.0,0.0010494568621024103,MEU,Model 1,
starch,1.0,0.001007657836549688,MEU,Model 1,
normal,1.0,0.0008457232722775646,MEU,Model 1,
pasty,1.0,0.0006933788493377625,MEU,Model 1,
piquant,1.0,0.0006827502113224256,MEU,Model 1,
syrup,1.0,0.00045261809632165287,MEU,Model 1,
butter,1.0,0.0,MEU,Model 1,
eemea,1.0,0.0,MEU,Model 1,
dulche,1.0,0.0,MEU,Model 1,
aerated,1.0,0.0,MEU,Model 1,
dry,1.0,0.0,MEU,Model 1,
delicate,1.0,0.0,MEU,Model 1,
alpineamf,1.0,0.0,MEU,Model 1,
days,1.0,0.0,MEU,Model 1,
tastes,1.0,0.0,MEU,Model 1,
crystals,1.0,0.0,MEU,Model 1,
